,y_pred
888,7.277652740478516
889,8.293581008911133
890,7.621590614318848
891,7.856549263000488
892,5.857242584228516
893,7.875770092010498
894,5.473189830780029
895,7.4840407371521
896,7.581737518310547
897,7.528801918029785
898,7.375184059143066
899,7.239121437072754
900,7.7739081382751465
901,7.314175605773926
902,7.313142776489258
903,7.291670799255371
904,7.662737846374512
905,7.622999668121338
906,7.711574554443359
907,7.136285781860352
908,7.318627834320068
909,7.554084777832031
910,6.398238658905029
911,7.897938251495361
912,6.878937244415283
913,5.742536544799805
914,7.716232776641846
915,7.608377456665039
916,6.356964588165283
917,7.388807773590088
918,7.167818546295166
919,5.868800163269043
920,7.403383255004883
921,7.096790790557861
922,7.24385929107666
923,7.563645362854004
924,7.903710842132568
925,7.186125755310059
926,7.666565895080566
927,7.908361434936523
928,6.798447608947754
929,7.447498798370361
930,7.368106365203857
931,7.66265869140625
932,7.354381084442139
933,6.448126792907715
934,7.609957218170166
935,7.370148658752441
936,7.622101783752441
937,4.9221696853637695
938,6.90228796005249
939,7.054832458496094
940,7.377985954284668
941,7.544118881225586
942,7.209951877593994
943,7.348486423492432
944,6.640922546386719
945,7.226673603057861
946,5.754028797149658
947,7.5886969566345215
948,7.623942852020264
949,6.08188533782959
950,7.643357276916504
951,7.4267988204956055
952,7.8068647384643555
953,7.3993988037109375
954,5.990211009979248
955,8.240973472595215
956,7.402632236480713
957,7.483183860778809
958,7.036528587341309
959,6.879791736602783
960,7.042068004608154
961,7.702915191650391
962,7.829705715179443
963,7.406941890716553
964,7.625782489776611
965,6.892143249511719
966,7.6838274002075195
967,5.244540691375732
968,7.315877437591553
969,7.3157172203063965
970,5.504791259765625
971,7.53841495513916
972,7.752433776855469
973,5.6139936447143555
974,7.57772970199585
975,7.548563003540039
976,7.642840385437012
977,7.565080642700195
978,7.214992523193359
979,8.422513961791992
980,7.513837814331055
981,7.741878509521484
982,7.800166606903076
983,7.65786075592041
984,6.386738300323486
985,7.4958038330078125
986,6.802750110626221
987,5.57140588760376
988,7.7223639488220215
989,7.762272834777832
990,7.593855381011963
991,7.509889125823975
992,7.137515068054199
993,7.724104881286621
994,7.514999866485596
995,6.7309722900390625
996,7.053908348083496
997,7.923075199127197
998,7.608179569244385
999,7.637066841125488
1000,7.3411149978637695
1001,8.22173023223877
1002,7.3951640129089355
1003,8.045404434204102
1004,7.784182548522949
1005,6.529697895050049
1006,6.315499782562256
1007,5.411173343658447
1008,6.323422431945801
1009,7.33001184463501
1010,6.847463130950928
1011,7.155831813812256
1012,5.8109540939331055
1013,7.189848899841309
1014,7.407423973083496
1015,7.855138301849365
1016,7.594363689422607
1017,8.234189987182617
1018,6.62716007232666
1019,7.1167497634887695
1020,6.922421932220459
1021,7.354456424713135
1022,8.187640190124512
1023,7.478567600250244
1024,7.570455551147461
1025,6.927516460418701
1026,7.715602874755859
1027,7.480162143707275
1028,6.826968669891357
1029,7.260733604431152
1030,7.642401695251465
1031,8.110939025878906
1032,6.404146671295166
1033,6.9765143394470215
1034,6.268483638763428
1035,7.470689296722412
1036,7.487421989440918
1037,7.265857696533203
1038,5.575769901275635
1039,7.837806224822998
1040,7.7263054847717285
1041,7.509263038635254
1042,7.204165935516357
1043,7.672045707702637
1044,6.429530620574951
1045,7.182317733764648
1046,7.479222297668457
1047,7.71961784362793
1048,4.967044353485107
1049,7.732001781463623
1050,7.727540493011475
1051,7.474493026733398
1052,6.407016277313232
1053,7.3995842933654785
1054,7.675831317901611
1055,6.67125129699707
1056,7.6601128578186035
1057,7.175161361694336
1058,5.170873165130615
1059,7.883421421051025
1060,6.903243541717529
1061,7.542966842651367
1062,7.415760040283203
1063,7.191752910614014
1064,7.743829727172852
1065,7.360084533691406
1066,7.190578937530518
1067,7.418442249298096
1068,7.210824489593506
1069,7.796788215637207
1070,7.24376916885376
1071,5.621557712554932
1072,7.047317981719971
1073,5.838818073272705
1074,7.5450825691223145
1075,7.030248165130615
1076,7.556290149688721
1077,7.637919902801514
1078,7.895825386047363
1079,7.034669399261475
1080,6.718510627746582
1081,7.166258811950684
1082,7.82875919342041
1083,8.09255313873291
1084,7.8325066566467285
1085,7.626270771026611
1086,7.246795177459717
1087,7.183260917663574
1088,7.36622428894043
1089,6.4383673667907715
1090,4.8699727058410645
1091,7.735586166381836
1092,7.917140007019043
1093,7.5082244873046875
1094,7.422904968261719
1095,7.7542338371276855
1096,7.58097505569458
1097,7.270720958709717
1098,7.631571292877197
1099,6.867377758026123
1100,6.784622669219971
1101,7.825798988342285
1102,7.535463333129883
1103,7.086679935455322
1104,7.408492088317871
1105,6.260378360748291
1106,6.659132480621338
1107,5.381208419799805
1108,7.581909656524658
1109,7.622502326965332
1110,7.972492694854736
1111,6.602844715118408
1112,7.49808931350708
1113,7.4772047996521
1114,7.463325023651123
1115,7.107598304748535
1116,7.406537055969238
1117,7.859598159790039
1118,8.500275611877441
1119,6.691980838775635
1120,7.6428751945495605
1121,7.094486236572266
1122,7.113995552062988
1123,7.3073530197143555
1124,7.590372085571289
1125,7.141663551330566
1126,6.201968193054199
1127,6.7049713134765625
1128,4.6574907302856445
1129,6.352924346923828
1130,7.49715518951416
1131,7.15255069732666
1132,7.14744758605957
1133,7.247117519378662
1134,7.267460346221924
1135,7.459809303283691
1136,4.937399387359619
1137,4.144623279571533
1138,6.965037822723389
1139,7.0827484130859375
1140,7.39475679397583
1141,6.25841760635376
1142,7.612764835357666
1143,7.000473499298096
1144,7.293748378753662
1145,7.742864608764648
1146,7.429586887359619
1147,7.223135948181152
1148,7.784388065338135
1149,6.754522800445557
1150,7.082766532897949
1151,7.716681480407715
1152,7.285033226013184
1153,6.720240116119385
1154,6.697941303253174
1155,7.757270336151123
1156,7.557090759277344
1157,7.650312423706055
1158,7.496860980987549
1159,7.071590900421143
1160,5.971524238586426
1161,7.457585334777832
1162,7.485091209411621
1163,7.600170612335205
1164,7.504971981048584
1165,7.793959140777588
1166,7.78562068939209
1167,7.30815315246582
1168,7.722985744476318
1169,6.4731974601745605
1170,6.932094573974609
1171,7.429564952850342
1172,6.780351161956787
1173,6.12758207321167
1174,7.684938907623291
1175,7.3701629638671875
1176,7.512937068939209
1177,8.210736274719238
1178,6.491358757019043
1179,7.600688457489014
1180,7.807476043701172
1181,5.781548023223877
1182,7.642851829528809
1183,7.224057674407959
1184,6.937372207641602
1185,7.9876933097839355
1186,7.429717063903809
1187,7.278443813323975
1188,7.654332637786865
1189,7.413434028625488
1190,7.6525139808654785
1191,7.3766560554504395
1192,7.801502227783203
1193,7.58402156829834
1194,7.492556095123291
1195,5.6190009117126465
1196,7.899953365325928
1197,6.685338020324707
1198,7.579086780548096
1199,5.414574146270752
1200,5.927978038787842
1201,7.392954349517822
1202,7.177465438842773
1203,7.412084102630615
1204,6.794564247131348
1205,7.284969806671143
1206,6.7835540771484375
1207,7.5275468826293945
1208,7.663618087768555
1209,7.196444988250732
1210,5.636289596557617
1211,7.601265907287598
1212,7.68412446975708
1213,5.333614349365234
1214,7.5123982429504395
1215,7.194031715393066
1216,7.817567348480225
1217,5.92081356048584
1218,7.561359405517578
1219,6.116969585418701
1220,7.483686923980713
1221,7.69162130355835
1222,7.2991743087768555
1223,7.556247234344482
1224,7.510161399841309
1225,7.650964736938477
1226,7.651142120361328
1227,7.701611042022705
1228,5.895320415496826
1229,7.832678318023682
1230,7.19683313369751
1231,7.5010786056518555
1232,6.449535846710205
1233,7.476335048675537
1234,7.391048431396484
1235,7.178119659423828
1236,6.568593978881836
1237,7.665791988372803
1238,6.079424858093262
1239,7.7624969482421875
1240,6.86982536315918
1241,7.48388147354126
1242,7.54389762878418
1243,7.307802200317383
1244,7.665683269500732
1245,8.00873851776123
1246,7.575095176696777
1247,6.537566184997559
1248,7.623641014099121
1249,5.868247032165527
1250,7.271129608154297
1251,8.038732528686523
1252,5.292171955108643
1253,7.626442909240723
1254,7.357851505279541
1255,6.0010552406311035
1256,7.888718605041504
1257,6.84113883972168
1258,7.560573101043701
1259,6.899221897125244
1260,7.562223434448242
1261,7.365147590637207
1262,6.0773186683654785
1263,7.669360160827637
1264,6.101500988006592
1265,6.744138717651367
1266,7.82848596572876
1267,6.910525798797607
1268,7.344063758850098
1269,7.822253227233887
1270,7.082907199859619
1271,7.161599636077881
1272,7.503602027893066
1273,6.915172576904297
1274,7.539311408996582
1275,6.143553733825684
1276,7.343452453613281
1277,7.609148025512695
1278,7.131331443786621
1279,7.48021125793457
1280,7.762385845184326
1281,7.635364532470703
1282,7.217860221862793
1283,7.456594944000244
1284,7.329736232757568
1285,7.405275821685791
1286,7.569215297698975
1287,7.762790203094482
1288,7.729523181915283
1289,5.588398456573486
1290,7.504591464996338
1291,7.5755767822265625
1292,7.877502918243408
1293,7.475398063659668
1294,7.852199554443359
1295,6.6899824142456055
1296,7.7954020500183105
1297,7.690267562866211
1298,7.526431083679199
1299,6.028401851654053
1300,7.257650852203369
1301,6.898520469665527
1302,6.864150524139404
1303,7.89082670211792
1304,7.14857816696167
1305,7.014579772949219
1306,7.492410182952881
1307,7.689180850982666
1308,6.513614654541016
1309,7.240716934204102
1310,7.418184757232666
1311,7.481236934661865
1312,6.907323360443115
1313,7.168812274932861
1314,7.405226230621338
1315,7.629186630249023
1316,7.623524188995361
1317,7.89918851852417
1318,7.058942794799805
1319,7.130647659301758
1320,7.179175853729248
1321,7.265079021453857
1322,7.117976188659668
1323,4.0451340675354
1324,7.680569171905518
1325,7.389374256134033
1326,7.472672939300537
1327,7.922684669494629
1328,7.838773727416992
1329,7.5484700202941895
1330,7.310373783111572
1331,7.287075996398926
1332,5.015649318695068
1333,6.756568908691406
1334,6.607285976409912
1335,8.141279220581055
1336,7.601264953613281
1337,6.826467037200928
1338,7.735531806945801
1339,8.210736274719238
1340,6.934158802032471
1341,3.671081066131592
1342,7.0277276039123535
1343,7.340648651123047
1344,5.702869415283203
1345,6.255145072937012
1346,7.77368688583374
